farm_id,farmer_id,state,district,village,area_in_acres,calculated_area_in_acres,lon,lat
16918,11836,PUNJAB,MUKTSAR,Adhnian,15.0,15.14,74.52673389634585,30.073549755311088
16917,11836,PUNJAB,MUKTSAR,Adhnian,6.0,6.41,74.52448268053824,30.07047858457065
9435,7208,PUNJAB,MUKTSAR,Sahib chand,3.0,3.11,74.70635214730662,30.305918853473724
9434,7208,PUNJAB,MUKTSAR,Sahib chand,27.0,25.71,74.70536050924407,30.314309805466852
7869,1990,HARYANA,FATEHABAD,Haroli,6.0,5.93,75.44857936556959,29.651558734922567
2451,1990,HARYANA,FATEHABAD,Haroli,4.0,2.77,75.44988994993763,29.651922579155546
9257,7077,PUNJAB,MANSA,Kulrian,12.0,12.18,75.69898744302428,29.79345772086867
9256,7077,PUNJAB,MANSA,Kulrian,25.0,24.89,75.69505547655743,29.79345210799402
24236,19975,HARYANA,FATEHABAD,Fatehabad local,28.0,26.73,75.402720924014,29.479242643054736
12726,9311,HARYANA,KAITHAL,Balwanti,40.0,42.25,76.48353187990418,29.898564225355
10397,7797,PUNJAB,MUKTSAR,shahid chand,7.0,7.81,74.69189348324106,30.316348965980165
23187,17935,HARYANA,KARNAL,Sagga,52.0,52.21,76.84615833022792,29.769893208248973
17738,13506,PUNJAB,MUKTSAR,Adhnian,41.5,39.05,74.54098043796195,30.06187529231799
10069,7619,HARYANA,KURUKSHETRA,Mangoli,11.0,12.34,77.03172862473953,30.141776190938085
10728,8010,HARYANA,FATEHABAD,Nagpur,15.0,15.32,75.43847176838193,29.651076888746555
8259,6403,HARYANA,AMBALA,Barouli,2.0,1.92,76.73222283932431,30.21385629057844
8268,6421,HARYANA,FATEHABAD,Tamspura,24.0,24.35,75.46427547465093,29.612678127628865
20108,14960,PUNJAB,MUKTSAR,Abul Khurana,6.466,2.29,74.55126293734128,30.121837291208596
20107,14960,PUNJAB,MUKTSAR,Abul Khurana,15.229,15.47,74.55455937191289,30.12584368553113
20106,14960,PUNJAB,MUKTSAR,Abul Khurana,12.61,12.56,74.54480792599246,30.126724111533676
23316,18202,HARYANA,KAITHAL,Pabnawa,9.0,9.08,76.65249843433715,29.877394489295437
15264,10874,HARYANA,YAMUNANAGAR,Chamrori,5.0,4.94,77.12696869259989,30.0564431993609
26290,23047,PUNJAB,BATHINDA,Jai singh wala,2.0,1.96,74.85258413548749,30.1198752318594
26289,23047,PUNJAB,BATHINDA,Jai singh wala,8.0,7.56,74.84019923906492,30.11987599409588
22494,16889,HARYANA,KURUKSHETRA,Budha,6.5,6.35,77.09746410301993,29.97333150308397
17044,11898,PUNJAB,MUKTSAR,udekaran,3.525,3.39,74.53691121379161,30.49598654025708
17043,11898,PUNJAB,MUKTSAR,udekaran,8.836,8.93,74.53844654306572,30.497047856306533
8578,6639,PUNJAB,BARNALA,karamgarh,12.0,12.19,75.63922247818205,30.40256641163701
12207,8955,HARYANA,JIND,Dumarkha,38.0,36.31,76.14643447313553,29.55026214773399
26541,23344,HARYANA,FATEHABAD,Bara,30.0,29.84,75.63139235964182,29.721512259033208
12948,9453,HARYANA,FATEHABAD,Haroli,3.0,2.94,75.47187673858774,29.655136827732456
8549,6616,HARYANA,KARNAL,Nissing,15.0,17.04,76.73083618665454,29.705523333568696
7936,6215,HARYANA,KURUKSHETRA,Berthali,19.0,20.22,76.98740009545045,30.139918854199784
26635,23442,HARYANA,KURUKSHETRA,Ramsaran majra,15.0,14.51,77.01230731419751,30.07778028232387
18212,13793,HARYANA,FATEHABAD,RATIA,19.0,18.84,75.55517417246531,29.65583709089169
8238,6401,HARYANA,KURUKSHETRA,Samaspur,15.0,15.26,76.73437743913924,29.987150201184924
8237,6401,HARYANA,KURUKSHETRA,Samaspur,12.0,10.07,76.7289949478353,29.97323458844715
6001,4817,PUNJAB,LUDHIANA,Boparai khurd,15.0,11.66,75.55687848634174,30.60353538413703
26616,23430,HARYANA,KURUKSHETRA,Ramsharn majra,6.0,6.17,76.9996366298552,30.092971456648385
3521,2812,HARYANA,FATEHABAD,Khokhar dhani ratia,24.0,27.27,75.55385691390266,29.680654384107218
3520,2812,HARYANA,FATEHABAD,Khokhar dhani ratia,4.5,4.42,75.54961255846595,29.67791906292139
21562,16088,HARYANA,KURUKSHETRA,Barhan,25.0,24.33,77.0107524692055,29.9861355994975
20292,15095,PUNJAB,MUKTSAR,Lal bai,2.244,2.19,74.60782587046732,30.146615623884625
17962,13645,HARYANA,YAMUNANAGAR,Kheri lakha Singh,8.8,8.77,77.13514090049948,30.12189329682879
17961,13645,HARYANA,YAMUNANAGAR,Kheri lakha Singh,6.2,5.66,77.13417792314038,30.117616925449884
17960,13645,HARYANA,YAMUNANAGAR,Kheri lakha Singh,4.8,4.45,77.13817950136574,30.113700717938247
17956,13645,HARYANA,YAMUNANAGAR,Kheri lakha Singh,3.5,3.37,77.14033064243962,30.11254542823773
17955,13645,HARYANA,YAMUNANAGAR,Kheri lakha Singh,0.8,0.48,77.14177783881365,30.112878150150717
20669,15398,HARYANA,KURUKSHETRA,Karaha,15.4,15.76,76.49556850486123,30.038748567693876
13058,9507,HARYANA,KAITHAL,Ahun,11.0,10.75,76.68707209822219,29.78182137865358
9657,7354,HARYANA,KURUKSHETRA,Ishak,40.0,39.84,76.46721477020608,30.018149711350745
2111,1722,HARYANA,SIRSA,Rattakhera,9.5,8.93,74.78073880827107,29.466357017528303
26256,22991,HARYANA,SIRSA,Jhorarnali,20.0,20.4,74.93473173896379,29.552208706057073
26255,22991,HARYANA,SIRSA,Jhorarnali,38.0,37.97,74.94260668660382,29.59035421946779
2113,1724,HARYANA,SIRSA,Rattakhera,9.5,9.39,74.7817747091729,29.46799849883574
26161,22847,PUNJAB,BARNALA,Gehal,6.0,5.99,75.44965076712677,30.529170530361192
17585,13438,PUNJAB,MUKTSAR,Abul khurana,9.2,9.15,74.50993342853951,30.11633855115246
17584,13438,PUNJAB,MUKTSAR,Abul khurana,10.0,9.78,74.51017927820426,30.12129737155471
7676,5550,HARYANA,KURUKSHETRA,merchedhi,6.0,5.65,76.92727274744101,30.04472149377942
24442,20267,PUNJAB,MANSA,Khiali chahilan wali,13.0,12.48,75.35133575221415,29.828444297749083
24441,20267,PUNJAB,MANSA,Khiali chahilan wali,10.0,10.12,75.36133543119072,29.822470737500534
5612,4484,HARYANA,SIRSA,Rampura dhani,18.0,17.54,75.18128816621115,29.551894872561128
5611,4484,HARYANA,SIRSA,Rampura dhani,12.0,9.37,75.18450716775318,29.55305245206489
24584,20513,HARYANA,SIRSA,Panjuana,15.0,15.98,74.99223230848624,29.630170022107357
16117,11376,PUNJAB,MUKTSAR,Arniwala wazira,11.2,11.47,74.46081365745869,30.07353888568495
15278,10884,PUNJAB,MUKTSAR,Ramgarh,7.0,7.91,74.40867701136524,30.477162672145727
25047,21301,HARYANA,SIRSA,Dhottar,12.0,11.02,74.88846789233737,29.575655435161966
11648,8566,HARYANA,AMBALA,Aliyaspur,3.0,2.6,77.1497278821562,30.32398940946665
6670,5376,HARYANA,KARNAL,Islamnagar,6.0,5.51,77.10799800909639,29.873817434457948
6669,5376,HARYANA,KARNAL,Islamnagar,2.0,1.66,77.11482355892709,29.87319878805159
11778,8582,HARYANA,YAMUNANAGAR,Daulatpur,4.3,4.15,77.11451037403033,30.0817727460955
11673,8582,HARYANA,YAMUNANAGAR,Daulatpur,5.0,4.64,77.11435524293866,30.091444268735177
11840,8700,PUNJAB,FEROZEPUR,Nizam wala,4.0,3.39,74.71000942988005,31.04912947958442
12153,8914,HARYANA,AMBALA,Zaffarpur,5.1,5.36,77.14512907814157,30.329984664920516
12154,8915,HARYANA,AMBALA,Zaffarpur,2.0,1.98,77.14313515823916,30.329649064311095
12110,8887,PUNJAB,BATHINDA,Naruana,15.0,13.79,74.88212154732933,30.16200881746815
12555,9191,HARYANA,YAMUNANAGAR,Ghillour,14.1,13.07,77.08244475295746,30.073283679409048
12310,9030,HARYANA,YAMUNANAGAR,Rattangarh,2.0,1.95,77.19938003433892,30.081479730448542
13301,9662,HARYANA,KURUKSHETRA,Bhalolpur,16.3,16.38,77.02574161893145,30.035667476679127
13424,9735,HARYANA,YAMUNANAGAR,Kherki brahaman,4.4,4.35,77.08693148817515,30.058461751577752
13423,9735,HARYANA,YAMUNANAGAR,Kherki brahaman,8.2,7.74,77.08655863797075,30.06769969648538
2119,1728,HARYANA,SIRSA,Rattakhera,1.0,0.86,74.77867228959146,29.467999768088628
2118,1728,HARYANA,SIRSA,Rattakhera,4.0,3.77,74.77831004701177,29.466062254156338
13284,9652,HARYANA,KAITHAL,Ahun,4.5,3.91,76.69645790196252,29.79489494553275
13283,9652,HARYANA,KAITHAL,Ahun,2.0,2.01,76.67939541627322,29.790265068327365
13282,9652,HARYANA,KAITHAL,Ahun,9.0,8.51,76.68256430108153,29.792797974853695
18432,13906,HARYANA,KAITHAL,Ahun,10.0,8.72,76.68271949417398,29.7990939858259
12108,8885,HARYANA,YAMUNANAGAR,Baindi,3.5,3.41,77.17003027199665,30.086772144522335
14013,10117,HARYANA,YAMUNANAGAR,Kalesra,2.0,1.71,77.11226320939434,30.095299412957697
14007,10112,PUNJAB,FEROZEPUR,Sandhe hashm,6.7,7.47,74.70999047432666,30.93519323036923
14014,10118,HARYANA,YAMUNANAGAR,Chhari,11.0,10.63,77.14466813864418,30.088822122681485
14019,10121,HARYANA,YAMUNANAGAR,Khajuri,16.0,15.32,77.16111385079667,30.082764861679376
14133,10192,PUNJAB,BATHINDA,Naruana,3.0,2.89,74.87823715098638,30.16942177574959
17096,11928,PUNJAB,MUKTSAR,Tappa khera,7.0,6.99,74.55466887102169,30.09941056485875
17095,11928,PUNJAB,MUKTSAR,Tappa khera,16.8,17.11,74.5477963544825,30.09871563866313
24396,20226,HARYANA,SIRSA,Bhangu,10.0,9.2,74.985956981328,29.65050867340361
14148,10204,HARYANA,YAMUNANAGAR,Vpo topra kalan,3.0,2.81,77.1634592833396,30.121938232540025
14162,10213,PUNJAB,BATHINDA,Naruana,5.5,5.58,74.87922147247484,30.158929951612077
2198,1795,HARYANA,KURUKSHETRA,Lohar majra,50.0,59.09,76.73279894412873,29.950029054259335
20014,14903,PUNJAB,MUKTSAR,Abul khurana,30.0,30.5,74.54167209634161,30.12229136268561
20013,14903,PUNJAB,MUKTSAR,Abul khurana,5.0,5.02,74.53488031557397,30.13341370916734
26002,22565,PUNJAB,LUDHIANA,Sidhwan khurd,45.0,47.39,75.55784175998774,30.833748584188697
14200,10241,HARYANA,KURUKSHETRA,Mangoli,28.6,28.53,76.99977801977633,30.133002422409135
14147,10203,HARYANA,YAMUNANAGAR,Vpo topra kalan,2.5,2.45,77.16044992512317,30.120879649031032
14453,10396,HARYANA,KURUKSHETRA,Untetari,12.2,12.08,76.96352250798235,29.997161236494733
2210,1805,HARYANA,KAITHAL,Sair,5.0,3.5,76.28370316530439,29.93499837021896
3424,2740,HARYANA,KURUKSHETRA,Balahi,5.0,5.82,76.75853352749239,29.983484537046664
3423,2740,HARYANA,KURUKSHETRA,Balahi,19.0,19.36,76.75598906863321,29.98612047852533
21108,15698,PUNJAB,MUKTSAR,Chakmadrassa,5.0,5.13,74.35019567043933,30.480062568319497
21107,15698,PUNJAB,MUKTSAR,Chakmadrassa,1.3,1.34,74.35138686679817,30.481046010954564
14360,10341,HARYANA,YAMUNANAGAR,Dhourang,7.2,7.28,77.18329349625299,30.072252764633475
14456,10398,HARYANA,KURUKSHETRA,Umari,12.5,12.22,76.91947481091835,29.937707399523493
14455,10398,HARYANA,KURUKSHETRA,Umari,21.1,20.63,76.91913688997587,29.935669414575944
14420,10373,PUNJAB,FEROZEPUR,Doomni wala,4.4,4.91,74.66302410993652,30.93462498120912
14426,10375,PUNJAB,FEROZEPUR,Gadodu,12.1,11.85,74.71977431384474,30.94928722806801
14425,10375,PUNJAB,FEROZEPUR,Gadodu,5.0,5.33,74.72372770781526,30.96358920651754
14424,10375,PUNJAB,FEROZEPUR,Gadodu,6.4,6.25,74.72907995289802,30.95455974881668
14594,10483,HARYANA,FATEHABAD,Manjra,25.0,29.95,75.52405867902834,29.540665717083773
14590,10479,HARYANA,KARNAL,Raatkhana,5.3,5.45,77.02504844969683,29.960088029479454
14589,10479,HARYANA,KARNAL,Raatkhana,18.7,18.65,77.02304839390825,29.94686701184635
15453,10979,PUNJAB,MUKTSAR,Ramgarh,4.0,4.63,74.4069271428457,30.483529275884745
15452,10979,PUNJAB,MUKTSAR,Ramgarh,6.5,6.24,74.40523800871802,30.479265367076756
14468,10406,HARYANA,YAMUNANAGAR,Hiranchhaper,8.6,8.61,77.0943074695971,30.098754114725484
14479,10412,HARYANA,KARNAL,Dhanokheri,8.7,8.62,77.11108153294603,29.945750176834707
14478,10412,HARYANA,KARNAL,Dhanokheri,4.0,4.06,77.11891626255317,29.954501361919124
15299,10896,PUNJAB,MUKTSAR,Ramgarh,2.4,2.47,74.39102200375535,30.502975769143305
9447,7215,PUNJAB,BATHINDA,Gobindpura,9.5,8.99,75.02997703783812,30.279176284488564
10386,7789,HARYANA,KARNAL,Guniyana,30.0,29.92,76.6986354922148,29.718794590293005
14801,10600,HARYANA,KARNAL,Dhanokheri,10.5,9.87,77.12231556640305,29.943994741439543
14800,10600,HARYANA,KARNAL,Dhanokheri,13.0,12.8,77.11539478370055,29.953571156914872
14788,10592,HARYANA,KURUKSHETRA,Gobindgher,5.6,5.67,77.02950386136665,29.95494655803777
14787,10592,HARYANA,KURUKSHETRA,Gobindgher,15.1,14.92,77.01899698549447,29.95029399798039
14786,10591,HARYANA,KURUKSHETRA,Brout,10.8,10.51,77.01064627025409,29.96139605774827
26082,22778,PUNJAB,FEROZEPUR,Huseniwala,8.6,8.63,74.56130534384921,30.97937489817654
2505,2033,HARYANA,SONIPAT,Bhainswan khurd,19.0,18.37,76.69219169525776,29.08188205051064
8890,6851,PUNJAB,MANSA,Reond khurd,28.34,28.58,75.58978284808039,29.74019284243416
26222,22957,HARYANA,KAITHAL,Teonta,29.0,28.67,76.62713638933177,29.771256717180332
14789,10593,HARYANA,AMBALA,Nagla nanki,11.4,12.4,76.95723537384347,30.39920663502028
25481,21919,HARYANA,SIRSA,Nanakpur,18.0,17.4,74.92475672882838,29.511241798705576
2291,1866,HARYANA,KAITHAL,Dubble,2.0,1.9,76.23656200759093,29.744153116393257
11928,8755,HARYANA,YAMUNANAGAR,Jhaguri,2.0,1.74,77.1665603441955,30.10892711084024
11925,8755,HARYANA,YAMUNANAGAR,Jhaguri,4.0,3.46,77.16690425627517,30.11057383159797
15008,10732,PUNJAB,FEROZEPUR,Jlalwala,1.4,1.37,74.52322131013807,30.94239230430116
17478,13382,PUNJAB,MUKTSAR,Abul khurana,6.0,6.18,74.53899549449118,30.14419545537317
17477,13382,PUNJAB,MUKTSAR,Abul khurana,6.0,5.42,74.52776777771214,30.117867781907663
17476,13382,PUNJAB,MUKTSAR,Abul khurana,10.3,10.33,74.50018892023404,30.140020558021845
14818,10628,HARYANA,AMBALA,Nagla nanku,6.7,6.91,76.94653380672452,30.394788961297778
24910,21062,HARYANA,KURUKSHETRA,Gudha,5.0,5.02,77.04614000308537,30.08422304565808
6873,5524,HARYANA,AMBALA,Dhurala,40.0,47.38,76.92506148726724,30.279779759355964
21969,16445,HARYANA,KARNAL,Bushli,3.5,3.43,76.95894872362317,29.604916985223873
20055,14927,PUNJAB,MUKTSAR,Lakhawale,13.0,13.27,74.34800215633828,30.459518821524675
16904,11831,HARYANA,KURUKSHETRA,Bakali,7.5,7.54,77.0647974030067,30.01734996007024
18316,13848,PUNJAB,MUKTSAR,Madrassa,5.5,5.63,74.3704233728374,30.4526389248231
16763,11769,PUNJAB,FEROZEPUR,Khai,20.0,21.74,74.54920661857975,30.91732676403265
25024,21276,HARYANA,KURUKSHETRA,Ram nagar,15.0,15.26,76.93672374282265,30.064954758726504
17088,11924,HARYANA,YAMUNANAGAR,Jhiwerheri,11.0,9.97,77.092040314349,30.11197706899307
17087,11924,HARYANA,YAMUNANAGAR,Jhiwerheri,5.0,4.66,77.08778133060719,30.11850938504984
9710,7385,HARYANA,KURUKSHETRA,Berthala,5.0,4.6,76.98716554353867,30.1292625188976
9707,7385,HARYANA,KURUKSHETRA,Berthala,4.0,4.64,76.98009394833934,30.140006168352564
16083,11351,PUNJAB,MUKTSAR,Abul khurana,8.7,8.92,74.50449713918891,30.139414329033
16246,11460,PUNJAB,MUKTSAR,Tappa khera,35.0,35.57,74.53750988884221,30.094493673584346
9635,7337,HARYANA,KURUKSHETRA,Badsami,7.3,6.89,77.10036853652655,30.0054581230516
9774,7432,HARYANA,KURUKSHETRA,Sura,11.0,10.56,77.10074919873126,30.031429611417852
19577,14589,HARYANA,KARNAL,Nathauri,6.0,5.77,77.14532189413087,29.924587615822112
6288,5072,PUNJAB,MUKTSAR,channu,6.0,6.11,74.58673323197672,30.10655188106001
6285,5072,PUNJAB,MUKTSAR,channu,2.0,2.14,74.58580850389218,30.10489249945785
24533,20426,HARYANA,FATEHABAD,Dadupur,11.0,9.57,75.47416342548763,29.704339429190487
9822,7424,HARYANA,KURUKSHETRA,Khedi dabdlan,3.0,2.62,77.09868159981902,30.01886327113816
9775,7424,HARYANA,KURUKSHETRA,Khedi dabdlan,8.0,7.65,77.08808883502394,30.008233455787035
9837,7472,HARYANA,KURUKSHETRA,Haripura,18.0,14.44,76.98565960074443,30.087139757398212
9835,7472,HARYANA,KURUKSHETRA,Haripura,20.0,20.38,76.96945711639755,30.08900658107519
19294,14408,HARYANA,YAMUNANAGAR,Palaka,7.8,7.71,77.15385891556728,30.078069001223977
19293,14408,HARYANA,YAMUNANAGAR,Palaka,6.3,6.36,77.15511775071478,30.07685326528716
19292,14408,HARYANA,YAMUNANAGAR,Palaka,9.5,8.99,77.141250391826,30.08040914891463
9761,7423,HARYANA,KURUKSHETRA,Suraa,7.0,6.69,77.10330909927296,30.030273981082935
16243,11457,PUNJAB,FAZILKA,Alamgarh,22.0,22.05,74.15102559440287,30.101858673584157
24685,20680,HARYANA,YAMUNANAGAR,Haibatpur,7.0,6.97,77.22914747261683,30.296002021136324
24669,20680,HARYANA,YAMUNANAGAR,Haibatpur,3.0,2.85,77.23178909071594,30.297128206433044
17114,11935,PUNJAB,MUKTSAR,Abul khurana,4.2,4.3,74.57383925692194,30.118740526231974
17113,11935,PUNJAB,MUKTSAR,Abul khurana,24.0,24.34,74.57245515830117,30.123891618737385
17111,11935,PUNJAB,MUKTSAR,Abul khurana,10.0,9.99,74.56728837072887,30.118762935028233
22364,16797,HARYANA,KURUKSHETRA,Sujra,24.3,24.85,76.95716081515847,30.097859510028297
16528,11629,PUNJAB,MUKTSAR,Akalgarh,13.0,13.19,74.39231388936345,30.504511364623298
24778,20831,HARYANA,FATEHABAD,Alika,16.0,15.88,75.42871327476925,29.716463888413273
7960,6228,HARYANA,KURUKSHETRA,Sarsa,2.0,2.03,76.66588492710726,29.92376643693485
7957,6228,HARYANA,KURUKSHETRA,Sarsa,7.0,7.12,76.66834219653313,29.937911790488368
21783,16274,HARYANA,FATEHABAD,Mohammad pur rohi,22.0,17.61,75.58659570534927,29.457808086117605
21782,16274,HARYANA,FATEHABAD,Mohammad pur rohi,5.0,4.41,75.57151857883069,29.451277187555853
23962,19463,HARYANA,YAMUNANAGAR,Bakerwala,14.0,13.69,77.43952161167962,30.30612649950635
23961,19463,HARYANA,YAMUNANAGAR,Bakerwala,18.0,18.4,77.43947192237151,30.303538888197053
261,246,PUNJAB,TARN_TARAN,Burj Deva singh,6.0,6.74,74.92757547241709,31.20093966942859
8484,6572,PUNJAB,MUKTSAR,Sukhan abulo,20.95,21.19,74.63369922303683,30.34860543431034
23377,18265,HARYANA,YAMUNANAGAR,Talakour,7.0,6.58,77.21293329254226,30.236568484060363
23883,19192,HARYANA,YAMUNANAGAR,Ratuwala,17.7,16.6,77.27857265527508,30.395668444722265
23882,19192,HARYANA,YAMUNANAGAR,Ratuwala,3.7,3.23,77.27608261747322,30.394826784715917
23876,19192,HARYANA,YAMUNANAGAR,Ratuwala,2.0,1.95,77.27519177525086,30.392125142631464
23629,18852,HARYANA,YAMUNANAGAR,Sudhail,1.8,1.87,77.22642850701173,30.167852551003605
937,815,HARYANA,KARNAL,Chirao,10.0,10.63,76.91889847765307,29.6817366436223
15715,11123,HARYANA,YAMUNANAGAR,Vpo. gillaur,13.5,12.4,77.08248434782132,30.086570855072143
24109,19800,HARYANA,YAMUNANAGAR,Sudhal,6.0,5.49,77.22382291886197,30.15455809943862
24369,20187,HARYANA,SIRSA,Bhangu,3.0,2.3,74.99291498877064,29.651737770665545
14378,10349,PUNJAB,MUKTSAR,sukhna abluo,43.226,43.09,74.62865098050348,30.3428624829552
14377,10349,PUNJAB,MUKTSAR,sukhna abluo,50.0,50.73,74.6301166920116,30.34041493909164
2698,2190,HARYANA,KAITHAL,Sotha,17.0,13.73,76.33072347783892,29.929306045104493
15298,10890,PUNJAB,MUKTSAR,Ramgarh,5.0,5.28,74.40241791342918,30.49870958478843
15288,10890,PUNJAB,MUKTSAR,Ramgarh,4.0,4.06,74.38709753511304,30.499802646346264
17650,13465,PUNJAB,MUKTSAR,Chauntra,7.965,7.82,74.55361521969704,30.52807211498327
17649,13465,PUNJAB,MUKTSAR,Chauntra,11.129,11.04,74.57628182705777,30.53251739970278
17648,13465,PUNJAB,MUKTSAR,Chauntra,11.816,11.76,74.56334449090993,30.528311339951788
12340,8802,PUNJAB,LUDHIANA,Birmi,10.0,9.17,75.72666333582583,30.91554731563767
11999,8802,PUNJAB,LUDHIANA,Birmi,5.0,4.82,75.72557239948776,30.92565453184027
26049,22645,HARYANA,KURUKSHETRA,Ramsaran majra,9.0,8.86,76.99890295425328,30.065763470495614
16747,11762,HARYANA,KAITHAL,Bhunna,25.0,27.2,76.32886619441446,29.958526874293923
7390,6102,HARYANA,KURUKSHETRA,Bhagwanpur,15.0,17.48,76.95341779847637,30.071057429774253
12239,8981,PUNJAB,BATHINDA,Maltyaniya,39.0,39.55,74.85693607328655,30.182811133956683
6963,5600,PUNJAB,FAZILKA,Kikker khera,2.0,1.94,74.1794543123101,30.098173374561817
9102,6984,HARYANA,KURUKSHETRA,Bakana,10.0,9.16,76.88508864678965,30.09939630451101
9101,6984,HARYANA,KURUKSHETRA,Bakana,15.0,16.31,76.88003719584059,30.09871716022424
13321,9678,HARYANA,YAMUNANAGAR,Kalesara,6.2,5.91,77.12686070493994,30.089569852759332
15863,11213,PUNJAB,MUKTSAR,Tarkhan wala,4.0,3.26,74.38926563657931,30.32453038183683
12186,8937,HARYANA,SIRSA,Damdama,29.0,29.02,74.6560298697533,29.556517809523953
12185,8937,HARYANA,SIRSA,Damdama,10.251,10.2,74.65561105560636,29.56757773836796
12184,8937,HARYANA,SIRSA,Damdama,8.05,7.99,74.68838131072036,29.55689940553936
12183,8937,HARYANA,SIRSA,Damdama,39.85,39.83,74.68524375508596,29.485833087112695
3371,2702,HARYANA,SIRSA,Odhan,21.0,21.01,74.88157179001341,29.744959775899947
8751,6757,HARYANA,KAITHAL,Koul,40.0,31.0,76.66077624162862,29.862207367080817
10218,7727,PUNJAB,MUKTSAR,Shahid chand,9.0,8.82,74.69474074655402,30.30786533937837
10217,7727,PUNJAB,MUKTSAR,Shahid chand,5.0,5.77,74.69728700797202,30.308522079539262
6893,5540,PUNJAB,PATIALA,noorkheriya,22.0,22.78,76.45856782828284,30.32759792173408
8155,6345,HARYANA,FATEHABAD,Buthan,12.0,12.01,75.57774520463424,29.55497487476699
7216,5967,PUNJAB,MANSA,Chakan,10.182,10.08,75.57093848248648,29.95163683446812
7215,5967,PUNJAB,MANSA,Chakan,17.932,17.92,75.57227332713623,29.94809364130853
12163,8920,HARYANA,AMBALA,Zaffarpur,8.3,8.28,77.15362190456086,30.325017519978022
11802,8669,HARYANA,KURUKSHETRA,Jalkhari,17.0,16.78,76.92897979137126,30.082909228571054
11675,8584,HARYANA,YAMUNANAGAR,Daulatpur,3.0,2.86,77.11310050611293,30.095526674576107
12309,9028,HARYANA,YAMUNANAGAR,Rattangarh,5.5,5.02,77.19551229276264,30.083816896672435
12307,9028,HARYANA,YAMUNANAGAR,Rattangarh,4.5,4.47,77.19272436123629,30.079481302916765
16287,11133,PUNJAB,MUKTSAR,Ramgarh,4.6,4.61,74.40159711834929,30.483634514663116
15720,11133,PUNJAB,MUKTSAR,Ramgarh,9.0,8.47,74.39841228222504,30.502436985680355
15719,11133,PUNJAB,MUKTSAR,Ramgarh,3.0,2.83,74.39648470104277,30.50146854530384
12391,9092,HARYANA,KARNAL,Bastli,25.0,25.33,76.72350055536623,29.731871311826193
12390,9092,HARYANA,KARNAL,Bastli,55.0,55.16,76.73734022037091,29.735355603454153
8935,6882,PUNJAB,MUKTSAR,Bhalaiana,8.0,8.24,74.71091328140947,30.32146046667633
13810,9991,PUNJAB,BATHINDA,Naruana,16.8,16.66,74.87521948927588,30.167959676134203
12945,9451,PUNJAB,FEROZEPUR,Basti bagicha singh wala,5.0,5.48,74.6931331198294,31.05095347315604
11613,8543,PUNJAB,BATHINDA,Bucho khurd,4.6,4.66,75.04782581139786,30.204786502662387
11611,8543,PUNJAB,BATHINDA,Bucho khurd,10.0,10.05,75.05022308279959,30.215331101196277
11610,8543,PUNJAB,BATHINDA,Bucho khurd,7.0,6.28,75.06576261176517,30.208380819564688
8718,6733,PUNJAB,MANSA,Reond khurd,25.96,26.93,75.5901084572987,29.7641376920227
8717,6733,PUNJAB,MANSA,Reond khurd,6.577,6.53,75.58629503050987,29.74671285262349
10068,7611,HARYANA,KURUKSHETRA,Magoli,4.0,3.85,77.03421495193709,30.144352744677352
10054,7611,HARYANA,KURUKSHETRA,Magoli,1.5,1.53,77.02946092318491,30.13781108147599
16004,11301,PUNJAB,MUKTSAR,Akalgarh,1.0,0.97,74.39611958741563,30.524630755541477
10555,7881,PUNJAB,FEROZEPUR,Aasal,10.0,10.29,74.65435866445017,30.954146727091985
13523,9796,HARYANA,KURUKSHETRA,Narkatari,29.0,29.5,76.8122948426303,29.97700187683723
13522,9796,HARYANA,KURUKSHETRA,Narkatari,22.0,21.52,76.80727644082472,29.974839273853767
13521,9796,HARYANA,KURUKSHETRA,Narkatari,33.0,30.66,76.80146821727189,29.97108574907007
8056,6294,HARYANA,KURUKSHETRA,Hebana,9.0,7.29,76.85351216527445,30.13077375264002
8965,6898,PUNJAB,MANSA,Gamiwala,2.354,2.27,75.5429373443448,29.80766661101684
8964,6898,PUNJAB,MANSA,Gamiwala,2.0,2.05,75.54274850584028,29.80708950696965
8963,6898,PUNJAB,MANSA,Gamiwala,18.0,17.94,75.54239263644281,29.805841417843165
12569,9200,HARYANA,YAMUNANAGAR,Kunjal kamboyan,1.5,1.43,77.17349139396488,30.090459039320827
9991,7581,HARYANA,KURUKSHETRA,Bichgawan,5.5,5.77,76.78321820581063,30.002699611256556
9990,7581,HARYANA,KURUKSHETRA,Bichgawan,18.0,18.58,76.78402866450966,30.008856301281316
9989,7581,HARYANA,KURUKSHETRA,Bichgawan,12.0,10.45,76.77375389508799,30.009121038983793
20506,15269,PUNJAB,MUKTSAR,Abul Khurana,14.31,14.32,74.52779601836814,30.13148068133836
20505,15269,PUNJAB,MUKTSAR,Abul Khurana,18.326,17.63,74.53074601916374,30.134964856364267
15509,11010,HARYANA,AMBALA,Aadhi,11.1,10.96,77.01391084856134,30.182977960429746
11385,8363,HARYANA,KARNAL,Chhapar,4.0,4.2,77.0761961024257,29.945590621888805
11308,8363,HARYANA,KARNAL,Chhapar,6.7,6.5,77.0729454497633,29.94136244016729
15270,10873,HARYANA,YAMUNANAGAR,Chamrori,5.6,5.23,77.13217114475482,30.0594805323726
