farm_id,control_plot_id,soil_class,equlidian_distance,similarity_weight,centroid
21799,21799_35,4,0.361885441,0.21088642,"29.602472745163176,76.76002623440112"
21799,21799_26,4,0.404236957,0.188792053,"29.604570479165652,76.76837337460974"
21799,21799_19,4,0.424286549,0.179870716,"29.605127521472536,76.76410884331665"
21799,21799_20,4,0.42807705,0.178278011,"29.602593088703564,76.76590646597259"
12186,12186_8,4,0.562709482,0.22000968,"29.55511183670273,74.66275618736672"
12186,12186_31,4,0.613995515,0.201632634,"29.55403385836179,74.65485101286647"
12186,12186_7,4,0.623430982,0.198580976,"29.55475251058908,74.66491214404863"
12186,12186_14,4,0.647175374,0.191295185,"29.55511183670273,74.65700696954838"
12186,12186_34,4,0.656836432,0.188481526,"29.550081271111658,74.66131888291214"
19992,19992_24,7,0.376702727,0.25748262,"29.60433951427248,76.95399915104198"
19992,19992_48,7,0.402717335,0.240849839,"29.60398018815883,76.9548974663261"
19992,19992_5,7,0.567980029,0.170770802,"29.602902209817888,76.95130420518964"
19992,19992_18,7,0.576162529,0.168345563,"29.611885362659084,76.9520228574169"
19992,19992_39,7,0.59670073,0.162551176,"29.600027600908703,76.9548974663261"
25931,25931_41,4,0.293286446,0.219413924,"30.556194389325523,75.4795044436882"
25931,25931_15,4,0.316473418,0.203338184,"30.557991019893766,75.47303657364255"
25931,25931_43,4,0.324466584,0.19832899,"30.56517754216672,75.48345703093833"
25931,25931_3,4,0.33543574,0.191843392,"30.556913041552818,75.4802230959155"
25931,25931_25,4,0.343984791,0.18707551,"30.56481821605307,75.48345703093833"
22092,22092_2,7,0.448184449,0.21996371,"29.602993285432806,76.9383709886395"
22092,22092_14,7,0.456155562,0.216119943,"29.600748776677204,76.9434892415451"
22092,22092_13,7,0.511662378,0.192674542,"29.618284941394087,76.94747033100047"
22092,22092_33,7,0.519092044,0.189916827,"29.610448058204486,76.93477520396183"
22092,22092_29,7,0.543688549,0.181324978,"29.61943121104569,76.94339903068939"
19399,19399_3,7,0.700925148,0.212349791,"29.616197276022863,76.91105968046107"
19399,19399_30,7,0.732954948,0.203070202,"29.615837949909206,76.9142936154839"
19399,19399_40,7,0.746182177,0.199470469,"29.621587167727576,76.90782574543825"
19399,19399_9,7,0.77103807,0.193040156,"29.608471710424155,76.9114834810602"
19399,19399_22,7,0.77493512,0.192069381,"29.615837949909206,76.91357496325661"
26197,26197_27,7,0.581763531,0.202938291,"30.986667073475598,74.60598266141038"
26197,26197_21,7,0.586379918,0.201340621,"30.98558909513466,74.60310805250121"
26197,26197_5,7,0.588970406,0.200455057,"30.989541682384782,74.61209120534241"
26197,26197_11,7,0.594278192,0.198664696,"30.977324594520752,74.61101322700145"
26197,26197_42,7,0.600515233,0.196601335,"30.976965268407113,74.61029457477416"
1704,1704_43,4,0.340919829,0.239192066,"29.952498639469017,76.36854580273737"
1704,1704_25,4,0.350225628,0.232836525,"29.955401127306384,76.3587754437844"
1704,1704_40,4,0.447490004,0.182228246,"29.952885844510853,76.35410420430696"
1704,1704_23,4,0.467190873,0.174543903,"29.95180786616991,76.36200937880722"
1704,1704_49,4,0.476318169,0.171199261,"29.951448540056262,76.36739927051194"
25461,25461_18,7,0.565256478,0.208613125,"29.624461776636757,76.92938531225711"
25461,25461_21,7,0.575557537,0.204879465,"29.61943121104569,76.92507339889332"
25461,25461_11,7,0.596160203,0.197799048,"29.613151035680794,76.92035760801012"
25461,25461_38,7,0.604331268,0.195124639,"29.61763458047745,76.9239954205524"
25461,25461_36,7,0.609141711,0.193583723,"29.619071884932044,76.9239954205524"
7639,7639_22,7,0.648134669,0.222196273,"30.13218957522111,76.97753501148591"
7639,7639_28,7,0.677235787,0.212648402,"30.12212844403897,76.97358242423577"
7639,7639_44,7,0.735724145,0.195743349,"30.118894509016144,76.98579951209982"
7639,7639_33,7,0.766168648,0.187965285,"30.126081031289097,76.97322309812213"
7639,7639_24,7,0.793693767,0.181446691,"30.126709740034293,76.98500091011066"
23212,23212_15,7,0.509703566,0.213742646,"29.841854075393684,76.5804796559051"
23212,23212_16,7,0.51682458,0.210797616,"29.849759249893932,76.57868302533686"
23212,23212_22,7,0.542573837,0.200793665,"29.847962619325695,76.58479156926886"
23212,23212_23,7,0.550031583,0.198071151,"29.845447336530153,76.58191696035968"
23212,23212_35,7,0.616922546,0.176594922,"29.845088010416514,76.58012032979144"
13258,13258_22,4,0.444948789,0.213357248,"30.356805225497567,74.65861614382031"
13258,13258_27,4,0.454285527,0.208972206,"30.356409070137342,74.65988157845754"
13258,13258_11,4,0.475459899,0.199665732,"30.357127722364638,74.65988157845754"
13258,13258_36,4,0.493394864,0.192407858,"30.35820570070558,74.64694583836622"
13258,13258_41,4,0.511501109,0.185596956,"30.357127722364638,74.65700696954838"
24231,24231_39,7,0.47108217,0.246407328,"29.592122426408448,76.94699229182586"
24231,24231_4,7,0.583006791,0.199102482,"29.591763100294806,76.9459143134849"
24231,24231_20,7,0.606638144,0.191346522,"29.598949622567755,76.93333789950722"
24231,24231_1,7,0.630622564,0.184069054,"29.593200404749396,76.94555498737125"
24231,24231_3,7,0.648210802,0.179074614,"29.600746253136002,76.94555498737125"
16283,16283_22,4,0.352238216,0.226440708,"30.90474071956389,74.49135763115673"
16283,16283_15,4,0.357116016,0.223347784,"30.896835545063645,74.48524908722473"
16283,16283_21,4,0.420203461,0.189815359,"30.89396093615446,74.49602887063415"
16283,16283_46,4,0.427694779,0.186490635,"30.893960936154464,74.49854415342969"
16283,16283_14,4,0.458646016,0.173905514,"30.904022067336598,74.485967739452"
17162,17162_21,7,0.330209028,0.212333077,"29.827121704734118,76.66492129261232"
17162,17162_43,7,0.333085312,0.210499522,"29.826762378620472,76.66420264038501"
17162,17162_32,7,0.342567418,0.204672993,"29.827840356961417,76.66887387986246"
17162,17162_17,7,0.372581847,0.188184957,"29.828559009188705,76.67102983654434"
17162,17162_12,7,0.380416187,0.184309451,"29.82766089477128,76.66302190178938"
8093,8093_48,4,0.367753758,0.229601933,"29.95233823212115,76.65448275831025"
8093,8093_21,4,0.372133145,0.226899901,"29.94965190948802,76.65701611811207"
8093,8093_41,4,0.457758777,0.184457356,"29.95228463437939,76.66651883315903"
8093,8093_32,4,0.460167516,0.183491817,"29.95001123560167,76.65989072702124"
8093,8093_15,4,0.48098808,0.175548994,"29.94605864835155,76.65773477033937"
5212,5212_2,7,0.362454112,0.236518628,"29.40132026006147,76.33541924639727"
5212,5212_8,7,0.444735365,0.192759911,"29.40599149953889,76.34404307312482"
5212,5212_9,7,0.446880563,0.191834589,"29.400960933947815,76.34583970369307"
5212,5212_26,7,0.449035045,0.190914162,"29.402757564516058,76.33757520307917"
5212,5212_16,7,0.456061676,0.18797271,"29.403476216743353,76.3393718336474"
10340,10340_19,7,0.430403525,0.212010523,"30.246814605474757,74.8082832633941"
10340,10340_49,7,0.458431745,0.199048337,"30.25040786661124,74.8205003512581"
10340,10340_37,7,0.458509129,0.199014743,"30.249329888270296,74.81007989396234"
10340,10340_33,7,0.461688968,0.197644048,"30.256875736656898,74.81726641623528"
10340,10340_24,7,0.474562938,0.192282349,"30.255797758315953,74.81834439457623"
11314,11314_10,4,0.377194086,0.233368242,"30.98810437793019,74.61927772761534"
11314,11314_41,4,0.422642646,0.208273163,"30.99672820465773,74.60921659643321"
11314,11314_43,4,0.43887386,0.200570434,"30.997087530771385,74.60885727031956"
11314,11314_28,4,0.491795251,0.178987334,"30.989541682384782,74.61532514036521"
11314,11314_5,4,0.49230824,0.178800827,"30.987385725702893,74.6181997492744"
2839,2839_20,7,0.424316118,0.210629925,"29.684469237615936,76.18917351814262"
2839,2839_3,7,0.442125756,0.202145364,"29.684109911502293,76.19132947482453"
2839,2839_31,7,0.442288281,0.202071083,"29.684828563729585,76.18917351814262"
2839,2839_19,7,0.447491009,0.199721716,"29.680516650365814,76.19132947482453"
2839,2839_30,7,0.481975679,0.185431912,"29.672611475865562,76.17695643027858"
725,725_16,7,0.478580952,0.210147718,"29.570922185703232,74.68503440641288"
725,725_29,7,0.488282333,0.205972423,"29.561295027192532,74.68612042909976"
725,725_13,7,0.491169478,0.204761696,"29.569844207362294,74.68575305864017"
725,725_10,7,0.507050593,0.198348442,"29.570922185703232,74.68395642807194"
725,725_28,7,0.55635808,0.180769721,"29.55870509783921,74.67353597077616"
7729,7729_31,7,0.563626527,0.219592184,"30.06140233083249,76.90243585373352"
7729,7729_49,7,0.599208297,0.206552514,"30.056670166776037,76.90720618673456"
7729,7729_41,7,0.635666607,0.194705807,"30.05826330438633,76.91071249816045"
7729,7729_5,7,0.639371364,0.193577609,"30.066432896423557,76.91537159382484"
7729,7729_47,7,0.666954366,0.185571886,"30.063940608233306,76.91367123360835"
26291,26291_22,7,0.535273914,0.207881008,"30.118175856788845,74.84277857030429"
26291,26291_4,7,0.552557752,0.201378554,"30.11868830383902,74.84047470543867"
26291,26291_42,7,0.56233095,0.197878635,"30.121409791811672,74.84673115755442"
26291,26291_28,7,0.563022248,0.197635673,"30.121409791811672,74.84493452698618"
26291,26291_2,7,0.569971244,0.195226131,"30.118894509016144,74.83846665694051"
5664,5664_6,7,0.446771546,0.220340326,"29.651770561273995,76.880516960801"
5664,5664_33,7,0.462770095,0.212722882,"29.649275526959133,76.88243474457943"
5664,5664_13,7,0.515366789,0.191013062,"29.648030414234082,76.88388748864998"
5664,5664_15,7,0.515664747,0.190902692,"29.650970126689607,76.88752504884033"
5664,5664_2,7,0.532057271,0.185021038,"29.642787408432795,76.874408416869"
26332,26332_23,7,0.411738432,0.214129645,"29.813107986301855,76.67031118431704"
26332,26332_46,7,0.43833906,0.201135177,"29.812030007960914,76.67785703270364"
26332,26332_1,7,0.441906012,0.199511665,"29.80448415957431,76.66132803147585"
26332,26332_42,7,0.457366634,0.19276746,"29.809732906420912,76.6617186463043"
26332,26332_20,7,0.458106688,0.192456052,"29.813826638529147,76.66528061872599"
11978,11978_40,7,0.386227255,0.211256047,"29.67656406311569,75.47159926918795"
11978,11978_4,7,0.388878857,0.20981558,"29.683190971203462,75.48570188042456"
11978,11978_17,7,0.401189302,0.203377415,"29.676531230364528,75.4871009502289"
11978,11978_10,7,0.431592691,0.189050567,"29.674048780320156,75.48381635705198"
11978,11978_2,7,0.43749422,0.186500391,"29.67492150719499,75.4904686813212"
15510,15510_22,7,0.307069057,0.220505641,"29.800890898437828,76.63833116020238"
15510,15510_25,7,0.328779597,0.205944834,"29.80448415957431,76.63078531181577"
15510,15510_29,7,0.334153065,0.202633064,"29.80125022455148,76.63509722517955"
15510,15510_40,7,0.335515433,0.201810268,"29.801968876778776,76.6347378990659"
15510,15510_42,7,0.400402008,0.169106193,"29.80125022455148,76.63258194238402"
17887,17887_2,7,0.356380343,0.231479281,"29.700638912730092,76.74145775481932"
17887,17887_13,7,0.371350543,0.222147691,"29.70460380028475,76.75111080027843"
17887,17887_4,7,0.445736921,0.185074787,"29.704662290506167,76.76359976629743"
17887,17887_41,7,0.453246847,0.18200825,"29.710729862852116,76.7546642650195"
17887,17887_11,7,0.460118632,0.179289991,"29.704591499980218,76.74792562486496"
26333,26333_18,7,0.288040575,0.239893278,"29.814185964642792,76.66276533593043"
26333,26333_32,7,0.346210603,0.199586601,"29.799094267869588,76.65701611811207"
26333,26333_46,7,0.356944779,0.193584559,"29.804843485687957,76.66456196649868"
26333,26333_13,7,0.357845018,0.193097554,"29.805562137915253,76.66456196649868"
26333,26333_45,7,0.397490734,0.173838009,"29.80448415957431,76.66132803147585"
4553,4553_10,4,0.451298372,0.211219551,"30.00139486985331,76.71163368738654"
4553,4553_27,4,0.461372698,0.206607456,"29.996364304262237,76.71953886188678"
4553,4553_45,4,0.477126264,0.199785773,"29.997082956489535,76.71558627463666"
4553,4553_39,4,0.485277608,0.196429915,"29.990974412557524,76.71774223131857"
4553,4553_49,4,0.512607127,0.185957304,"29.99780160871683,76.71378964406843"
4547,4547_36,4,0.384048122,0.226769014,"30.009659370467205,76.75367484268332"
4547,4547_29,4,0.401493111,0.216915836,"30.007503413785322,76.75151888600145"
4547,4547_6,4,0.451361506,0.192950025,"30.01217465326274,76.75906473438805"
4547,4547_48,4,0.472828217,0.184189967,"30.00606610933073,76.75870540827441"
4547,4547_0,4,0.48606188,0.179175158,"30.003550826535186,76.75762742993345"
7516,7516_22,7,0.688970769,0.21703139,"30.057809069696017,76.94950757462138"
7516,7516_12,7,0.742741378,0.201319447,"30.05613772491506,76.95528688660363"
7516,7516_19,7,0.757027103,0.197520384,"30.066792222537206,76.9577720752353"
7516,7516_4,7,0.766280657,0.195135141,"30.06319896140073,76.94555498737125"
7516,7516_41,7,0.791181575,0.188993638,"30.052308232048215,76.94744023865837"
13798,13798_3,7,0.376539882,0.207515336,"29.774660092141538,76.68324692440837"
13798,13798_15,7,0.385389085,0.202750424,"29.782205940528144,76.67893501104459"
13798,13798_40,7,0.39198363,0.199339447,"29.780768636073553,76.68252827218107"
13798,13798_10,7,0.396402076,0.197117536,"29.777894027164372,76.68755883777212"
13798,13798_27,7,0.404278295,0.193277257,"29.77664906289881,76.68072046770624"
999,999_1,7,0.484693846,0.228292541,"29.652489213501287,76.91537159382484"
999,999_21,7,0.52774733,0.209668497,"29.65356719184223,76.91213765880201"
999,999_47,7,0.572351348,0.193328783,"29.650706284525754,76.9188760645494"
999,999_19,7,0.593405802,0.186469342,"29.65141123516034,76.9150122677112"
999,999_9,7,0.607174503,0.182240837,"29.65052273755201,76.92477068790669"
9920,9920_45,4,0.504823074,0.23009319,"29.932044929919286,76.30236124394168"
9920,9920_22,4,0.549823327,0.211261228,"29.933841560487515,76.2973306783506"
9920,9920_1,4,0.568019473,0.204493607,"29.933841560487515,76.29804933057792"
9920,9920_46,4,0.648502067,0.179114851,"29.934040920109982,76.2893001967656"
9920,9920_26,4,0.663609802,0.175037124,"29.941746734987767,76.29804933057792"
26292,26292_24,7,0.551284639,0.213029296,"30.146921945880667,74.85679228873656"
26292,26292_42,7,0.576055829,0.203868744,"30.132548901334758,74.86433813712316"
26292,26292_33,7,0.589060285,0.199368013,"30.14404733697149,74.87332128996435"
26292,26292_28,7,0.608551756,0.1929824,"30.133626879675703,74.86721274603234"
26292,26292_18,7,0.61566881,0.190751548,"30.14404733697149,74.87403994219166"
14383,14383_32,4,0.377633159,0.211959432,"29.968336867397706,76.77128182225206"
14383,14383_15,4,0.386828486,0.206920929,"29.968336867397706,76.77092249613843"
14383,14383_21,4,0.412890556,0.193859871,"29.967977541284057,76.77164114836572"
14383,14383_37,4,0.412934673,0.193839159,"29.96725888905676,76.76876653945654"
14383,14383_41,4,0.413828241,0.193420608,"29.968696193511356,76.77415643116126"
7892,7892_34,7,0.258672351,0.247477572,"29.721479827321662,76.69797929506792"
7892,7892_19,7,0.327626162,0.195392227,"29.721753334695645,76.69225438901613"
7892,7892_44,7,0.334163683,0.191569607,"29.722917131776256,76.70624379568183"
7892,7892_46,7,0.336832593,0.190051696,"29.7239951101172,76.69330805559049"
7892,7892_1,7,0.364742793,0.175508898,"29.716774553262475,76.6965190843072"
12719,12719_11,7,0.447940088,0.232321683,"30.17315275217696,76.9735824242358"
12719,12719_1,7,0.517108318,0.201246415,"30.174949382745197,76.9714264675539"
12719,12719_46,7,0.526374377,0.197703763,"30.173871404404256,76.9714264675539"
12719,12719_23,7,0.554530954,0.187665259,"30.161294990426587,76.97178579366755"
12719,12719_24,7,0.574751682,0.18106288,"30.17171544772237,76.96172466248541"
24056,24056_20,7,0.439531411,0.243214215,"29.624211811599654,76.89324700419075"
24056,24056_26,7,0.528162438,0.202400397,"29.61763458047745,76.8887814614149"
24056,24056_35,7,0.546918944,0.195459104,"29.624461776636757,76.89956124482435"
24056,24056_49,7,0.595413316,0.179539631,"29.6330856033643,76.8923747225514"
24056,24056_5,7,0.59592107,0.179386654,"29.63164829890971,76.90279517984717"
20218,20218_24,4,0.320032056,0.225146775,"29.881739274008584,76.68899614222673"
20218,20218_4,4,0.335445634,0.214801381,"29.878864665099403,76.67641972824904"
20218,20218_8,4,0.372154528,0.19361362,"29.880301969553997,76.68576220720391"
20218,20218_17,4,0.391284754,0.184147694,"29.868084881689974,76.68648085943119"
20218,20218_12,4,0.395271136,0.182290531,"29.876349382303864,76.69043344668131"
25349,25349_3,7,0.381298422,0.218225679,"29.589966469726562,74.96387147060359"
25349,25349_32,7,0.39700306,0.209593113,"29.59427838309034,74.96566810117184"
25349,25349_29,7,0.399128411,0.208477033,"29.591044448067507,74.95452899164874"
25349,25349_33,7,0.456261919,0.182371361,"29.58242062133996,74.96602742728548"
25349,25349_25,7,0.458875068,0.181332814,"29.592481752522108,74.96423079671725"
5706,5706_2,4,0.453678755,0.211090943,"29.569713088742123,74.65670746526627"
5706,5706_38,4,0.457564668,0.209298233,"29.560861054521087,74.65089842561636"
5706,5706_37,4,0.48611721,0.197004908,"29.562163302997867,74.65230715638975"
5706,5706_25,4,0.49677065,0.192780061,"29.559783076180146,74.65125775173"
5706,5706_42,4,0.504501752,0.189825855,"29.56004350891402,74.65024734378169"
14341,14341_18,4,0.36962965,0.226924715,"29.67476743254745,75.51399975059839"
14341,14341_19,4,0.398773356,0.210340289,"29.67584541088839,75.5028606410753"
14341,14341_23,4,0.432729597,0.193834911,"29.681953954820404,75.5193896423031"
14341,14341_11,4,0.442090823,0.189730478,"29.67339513558481,75.52118627287135"
14341,14341_30,4,0.468149173,0.179169606,"29.67214470889941,75.52244730789687"
10696,10696_23,7,0.412952429,0.204656048,"30.248970562156643,74.82265630794001"
10696,10696_2,7,0.41836462,0.202008507,"30.264062258929858,74.82804619964472"
10696,10696_8,7,0.421755958,0.200384157,"30.248251909929348,74.82876485187202"
